"date","Month_Year","Year","BNF_Section","BNF_Section_Code","items","actual_cost","BNF_Chapter","BNF_Chapter_Code","Area"
2018-07-01,"July-2018",2018,"Dev For Fungal Nail Infections","2147",1,17.41,"Appliances","21","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Dev For Fungal Nail Infections","2147",1,17.4,"Appliances","21","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Dev For Fungal Nail Infections","2147",1,17.41,"Appliances","21","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Dev For Fungal Nail Infections","2147",1,17.42,"Appliances","21","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",105,6525.44,"Appliances","21","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",137,8966.87,"Appliances","21","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",174,11140.53,"Appliances","21","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",194,13192.32,"Appliances","21","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",223,14825.61,"Appliances","21","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",214,14226.01,"Appliances","21","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",269,18126.69,"Appliances","21","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",292,20232.87,"Appliances","21","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Detection Sensor Interstitial Fluid/Gluc","2148",335,22582.01,"Appliances","21","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Detection Sensor Interstitial Fluid/Gluc","2148",346,23490.81,"Appliances","21","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Detection Sensor Interstitial Fluid/Gluc","2148",347,23925.4,"Appliances","21","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Detection Sensor Interstitial Fluid/Gluc","2148",424,28977.65,"Appliances","21","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Pulsed Electromagnetic Stimulator","2149",1,12.96,"Appliances","21","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Pulsed Electromagnetic Stimulator","2149",1,12.96,"Appliances","21","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Pulsed Electromagnetic Stimulator","2149",1,12.97,"Appliances","21","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Pulsed Electromagnetic Stimulator","2149",1,12.96,"Appliances","21","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Pulsed Electromagnetic Stimulator","2149",1,12.95,"Appliances","21","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Pulsed Electromagnetic Stimulator","2149",1,38.88,"Appliances","21","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Pulsed Electromagnetic Stimulator","2149",2,25.95,"Appliances","21","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Anal Plugs","2202",4,210.5,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Anal Plugs","2202",8,590.82,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Anal Plugs","2202",1,61.55,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Anal Plugs","2202",4,290.06,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Anal Plugs","2202",8,554.52,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Anal Plugs","2202",2,105.28,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Anal Plugs","2202",3,148.16,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Anal Plugs","2202",10,756.51,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Anal Plugs","2202",7,529.35,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Anal Plugs","2202",9,610.94,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Anal Plugs","2202",4,402.43,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Anal Plugs","2202",10,529.62,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Catheter Valves","2205",108,2093.32,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Catheter Valves","2205",122,2223.41,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Catheter Valves","2205",132,2618.04,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Catheter Valves","2205",122,2376.96,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Catheter Valves","2205",116,2401.63,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Catheter Valves","2205",128,2503.62,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Catheter Valves","2205",117,2333.02,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Catheter Valves","2205",132,2502.12,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Catheter Valves","2205",139,2318.77,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Catheter Valves","2205",138,2705.75,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Catheter Valves","2205",127,2081.39,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Catheter Valves","2205",127,2224.18,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Faecal Collectors","2215",1,15.98,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Faecal Collectors","2215",2,55.04,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Faecal Collectors","2215",1,38.95,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Faecal Collectors","2215",3,93.97,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Faecal Collectors","2215",1,16.11,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Faecal Collectors","2215",3,126.24,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Faecal Collectors","2215",3,48.34,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Faecal Collectors","2215",1,32.24,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Incontinence Sheaths","2230",153,9128.43,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Incontinence Sheaths","2230",148,9109.29,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Incontinence Sheaths","2230",161,10718.48,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Incontinence Sheaths","2230",154,9466.41,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Incontinence Sheaths","2230",167,10868.46,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Incontinence Sheaths","2230",151,9745.41,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Incontinence Sheaths","2230",186,11783.61,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Incontinence Sheaths","2230",172,10146.48,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Incontinence Sheaths","2230",156,9224.54,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Incontinence Sheaths","2230",201,12891.35,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Incontinence Sheaths","2230",149,8786,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Incontinence Sheaths","2230",177,10941.77,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",13,316.78,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",9,126.46,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",7,90.01,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",6,117.45,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",5,92.03,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",5,44.58,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",6,122.3,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",8,146.25,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Incontinence Sheath Fixing Strips & Adh","2240",7,107.83,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Incontinence Sheath Fixing Strips & Adh","2240",8,107.16,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Incontinence Sheath Fixing Strips & Adh","2240",13,304.6,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Incontinence Sheath Fixing Strips & Adh","2240",6,97.66,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Leg Bags","2250",586,19666.4,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Leg Bags","2250",593,21375.46,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Leg Bags","2250",562,19663.68,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Leg Bags","2250",584,20037.17,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Leg Bags","2250",595,20611.5,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Leg Bags","2250",549,18530.61,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Leg Bags","2250",594,20133.29,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Leg Bags","2250",629,21322.49,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Leg Bags","2250",594,19803.21,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Leg Bags","2250",687,23765.82,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Leg Bags","2250",549,18327.33,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Leg Bags","2250",674,22711.74,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Night Drainage Bags","2260",868,11478.67,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Night Drainage Bags","2260",822,11470.14,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Night Drainage Bags","2260",914,13076.3,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Night Drainage Bags","2260",866,11953.29,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Night Drainage Bags","2260",899,12486.21,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Night Drainage Bags","2260",846,11666.11,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Night Drainage Bags","2260",963,13155.5,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Night Drainage Bags","2260",1000,13893.28,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Night Drainage Bags","2260",934,12524.77,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Night Drainage Bags","2260",1057,14659.22,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Night Drainage Bags","2260",836,11630.13,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Night Drainage Bags","2260",1051,14677.35,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Suspensory Systems","2270",4,111.33,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Suspensory Systems","2270",2,77.63,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Suspensory Systems","2270",3,51.54,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Suspensory Systems","2270",1,40.02,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Suspensory Systems","2270",2,70.09,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Suspensory Systems","2270",2,57.91,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Suspensory Systems","2270",4,100.04,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Suspensory Systems","2270",1,40,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Suspensory Systems","2270",1,40.02,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Suspensory Systems","2270",1,40.02,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Suspensory Systems","2270",8,264.43,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Suspensory Systems","2270",3,98.52,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Tubing And Accessories","2280",204,2552.89,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Tubing And Accessories","2280",252,3305.59,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Tubing And Accessories","2280",241,3169.37,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Tubing And Accessories","2280",271,3627.26,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Tubing And Accessories","2280",282,3497.51,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Tubing And Accessories","2280",245,3429.96,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Tubing And Accessories","2280",272,3526.67,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Tubing And Accessories","2280",342,4451.24,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Tubing And Accessories","2280",340,4591.67,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Tubing And Accessories","2280",360,4886.67,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Tubing And Accessories","2280",280,3634.83,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Tubing And Accessories","2280",340,4501.88,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Insert For Female Stress Incont","2285",3,137.23,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Insert For Female Stress Incont","2285",2,89.45,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Insert For Female Stress Incont","2285",1,46.14,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Insert For Female Stress Incont","2285",3,113.87,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Insert For Female Stress Incont","2285",2,112.24,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Insert For Female Stress Incont","2285",4,202.19,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Insert For Female Stress Incont","2285",4,162.26,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Insert For Female Stress Incont","2285",1,46.14,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Insert For Female Stress Incont","2285",3,95.39,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Insert For Female Stress Incont","2285",1,47.71,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Urinal Systems","2290",8,145.32,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Urinal Systems","2290",16,665.56,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Urinal Systems","2290",12,438.17,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Urinal Systems","2290",5,145.37,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Urinal Systems","2290",16,457.66,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Urinal Systems","2290",10,380.25,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Urinal Systems","2290",11,221.19,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Urinal Systems","2290",5,244.19,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Urinal Systems","2290",14,500.64,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Urinal Systems","2290",9,470.57,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Urinal Systems","2290",9,245.03,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Urinal Systems","2290",14,653.9,"Incontinence Appliances","22","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",191,7800.2,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",201,7725.21,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",200,7673.67,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",220,8548.06,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",221,8532.37,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",204,8280.24,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",211,8658.16,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",203,8705.89,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Adhesive Discs/Rings/Pads/Plasters","2305",206,7772.33,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",193,7397.46,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",130,5394.11,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Adhesive Discs/Rings/Pads/Plasters","2305",241,9840.7,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Adhesive (Pastes/Sprays/Solutions)","2310",2,64.29,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Adhesive (Pastes/Sprays/Solutions)","2310",1,32.15,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Adhesive (Pastes/Sprays/Solutions)","2310",2,64.32,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Adhesive (Pastes/Sprays/Solutions)","2310",2,96.52,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Adhesive (Pastes/Sprays/Solutions)","2310",1,48.21,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Adhesive (Pastes/Sprays/Solutions)","2310",3,128.6,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Adhesive (Pastes/Sprays/Solutions)","2310",4,162.51,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Adhesive (Pastes/Sprays/Solutions)","2310",2,211.36,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",752,15327.47,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",736,15024.88,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",771,15692.17,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",764,15579.05,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",771,15795.19,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",833,17161.63,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",834,17256.69,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",835,18118.66,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",819,17428.89,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",887,18458.96,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-02-01,"February-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",582,11340.87,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Adhesive Removers (Sprays/Liquids/Wipes)","2315",967,21452.76,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Bag Closures","2320",2,15.89,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Bag Closures","2320",1,6.63,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Bag Closures","2320",6,48.41,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Bag Closures","2320",5,56.73,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Bag Closures","2320",4,42.5,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Bag Closures","2320",4,31.86,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Bag Closures","2320",5,49.94,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Bag Closures","2320",3,16.79,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Bag Closures","2320",4,31.86,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Bag Closures","2320",10,155.17,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-03-01,"March-2019",2019,"Bag Closures","2320",4,45.55,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-04-01,"April-2018",2018,"Bag Covers","2325",6,240.63,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-05-01,"May-2018",2018,"Bag Covers","2325",3,76.68,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-06-01,"June-2018",2018,"Bag Covers","2325",5,186.67,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-07-01,"July-2018",2018,"Bag Covers","2325",15,506.85,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-08-01,"August-2018",2018,"Bag Covers","2325",10,255.03,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-09-01,"September-2018",2018,"Bag Covers","2325",11,452.04,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-10-01,"October-2018",2018,"Bag Covers","2325",8,242.94,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-11-01,"November-2018",2018,"Bag Covers","2325",4,143.62,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2018-12-01,"December-2018",2018,"Bag Covers","2325",2,48.92,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
2019-01-01,"January-2019",2019,"Bag Covers","2325",6,253.7,"Stoma Appliances","23","NHS Coastal West Sussex CCG"
